"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
"12:41:00","4,396,248","22,613,062","5,400,764","11,251,396","830,844","3,752,641","88,410",
"12:41:05","4,396,881","22,628,098","5,401,761","11,254,701","831,056","3,753,065","88,426",
"12:41:10","4,397,568","22,622,066","5,402,823","11,256,521","831,247","3,753,545","88,442",
"12:41:15","4,398,031","22,621,667","5,403,629","11,248,938","831,386","3,753,944","88,456",
"12:41:20","4,398,456","22,622,995","5,404,338","11,250,230","831,503","3,754,785","88,464",
"12:41:25","4,398,863","22,627,230","5,405,087","11,253,855","831,669","3,755,208","88,478",
"12:41:30","4,399,787","22,620,011","5,406,431","11,264,108","831,822","3,755,591","88,491",
"12:41:35","4,400,620","22,617,845","5,407,723","11,252,669","832,014","3,756,093","88,507",
"12:41:40","4,401,221","22,630,041","5,408,814","11,267,836","832,165","3,756,453","88,518",
"12:41:45","4,401,804","22,627,987","5,409,703","11,273,148","832,306","3,756,911","88,536",
"12:41:50","4,402,547","22,634,603","5,410,819","11,274,215","832,466","3,757,378","88,555",
"12:41:55","4,403,576","22,627,779","5,412,074","11,273,887","832,660","3,758,013","88,569",
"12:42:00","4,404,108","22,636,059","5,412,998","11,271,932","832,784","3,758,371","88,577",
"12:42:05","4,405,032","22,634,377","5,414,130","11,276,696","832,932","3,758,682","88,591",
"12:42:10","4,406,259","22,618,208","5,415,668","11,276,808","833,113","3,759,422","88,609",
"12:42:15","4,406,935","22,628,752","5,416,860","11,264,085","833,278","3,759,916","88,628",
"12:42:20","4,407,570","22,628,590","5,417,939","11,266,439","833,412","3,760,289","88,639",
"12:42:25","4,408,439","22,621,429","5,419,262","11,285,722","833,568","3,760,825","88,658",
"12:42:30","4,409,242","22,628,107","5,420,345","11,286,662","833,717","3,761,243","88,675",
"12:42:35","4,409,788","22,624,916","5,421,251","11,293,207","833,843","3,761,636","88,688",
"12:42:40","4,410,250","22,627,948","5,422,021","11,298,520","834,023","3,762,060","88,702",
"12:42:45","4,410,617","22,623,655","5,422,822","11,299,147","834,212","3,762,687","88,716",
"12:42:50","4,411,345","22,620,991","5,423,949","11,310,168","834,393","3,763,100","88,730",
"12:42:55","4,411,970","22,630,903","5,424,866","11,305,881","834,565","3,763,802","88,747",
"12:43:00","4,412,696","22,633,421","5,425,818","11,293,465","834,788","3,764,458","88,768",
"12:43:05","4,413,405","22,628,300","5,426,795","11,284,736","834,989","3,765,489","88,783",
"12:43:10","4,414,075","22,621,260","5,427,879","11,302,625","835,186","3,766,178","88,804",
"12:43:15","4,414,748","22,626,517","5,429,032","11,299,776","835,380","3,766,707","88,823",
"12:43:20","4,415,381","22,622,804","5,430,039","11,288,588","835,560","3,767,373","88,838",
"12:43:25","4,416,046","22,622,172","5,431,181","11,298,537","835,749","3,767,842","88,859",
"12:43:30","4,416,551","22,637,614","5,432,091","11,281,561","835,901","3,768,383","88,871",
"12:43:35","4,417,027","22,638,605","5,433,055","11,297,988","836,144","3,769,178","88,891",
"12:43:40","4,417,701","22,616,323","5,434,171","11,298,870","836,545","3,770,407","88,924",
"12:43:45","4,418,201","22,623,245","5,435,077","11,279,830","837,315","3,773,087","88,999",
"12:43:50","4,418,820","22,620,840","5,436,045","11,283,827","837,749","3,775,243","89,055",
"12:43:55","4,419,557","22,623,771","5,437,255","11,281,264","837,964","3,776,080","89,074",
"12:44:00","4,420,132","22,622,615","5,438,375","11,274,452","838,170","3,776,834","89,092",
"12:44:05","4,420,851","22,622,085","5,439,586","11,279,002","838,380","3,777,634","89,114",
"12:44:10","4,421,885","22,630,631","5,441,111","11,285,178","838,562","3,778,123","89,135",
"12:44:15","4,422,422","22,632,640","5,442,094","11,279,252","838,727","3,778,659","89,148",
"12:44:20","4,423,017","22,627,836","5,443,032","11,281,887","838,940","3,779,238","89,164",
"12:44:25","4,423,780","22,631,808","5,444,101","11,273,929","839,128","3,779,756","89,180",
"12:44:30","4,424,310","22,633,450","5,444,997","11,271,280","839,279","3,780,192","89,192",
"12:44:35","4,424,822","22,633,475","5,445,974","11,283,421","839,492","3,780,723","89,210",
"12:44:40","4,425,370","22,617,736","5,447,090","11,278,927","839,672","3,781,283","89,225",
"12:44:45","4,425,988","22,621,479","5,448,069","11,268,790","839,868","3,781,786","89,247",
"12:44:50","4,426,566","22,622,211","5,449,056","11,271,207","840,066","3,782,362","89,273",
"12:44:55","4,427,289","22,594,612","5,450,509","11,268,425","840,258","3,782,851","89,290",
"12:45:00","4,428,061","22,607,001","5,451,897","11,253,771","840,470","3,783,311","89,308",
"12:45:05","4,429,075","22,621,472","5,453,486","11,282,683","840,698","3,784,063","89,331",
"12:45:10","4,429,696","22,620,584","5,454,389","11,272,461","840,939","3,784,920","89,351",
"12:45:15","4,430,341","22,619,538","5,455,568","11,280,400","841,141","3,785,604","89,375",
"12:45:20","4,431,124","22,633,295","5,456,717","11,279,648","841,344","3,786,206","89,393",
"12:45:25","4,431,726","22,633,714","5,457,701","11,284,830","841,552","3,786,873","89,414",
"12:45:30","4,433,259","22,627,090","5,459,406","11,279,775","841,770","3,787,373","89,433",
"12:45:35","4,434,047","22,624,731","5,460,450","11,283,476","841,990","3,788,932","89,453",
"12:45:40","4,434,630","22,627,822","5,461,465","11,281,899","842,162","3,789,371","89,466",
"12:45:45","4,435,203","22,636,450","5,462,317","11,292,276","842,321","3,789,859","89,482",
"12:45:50","4,436,464","22,637,289","5,463,995","11,262,171","842,489","3,790,835","89,516",
"12:45:55","4,437,948","22,599,251","5,465,753","11,257,074","842,689","3,791,294","89,544",
"12:46:00","4,439,105","22,612,536","5,467,333","11,258,313","842,877","3,792,026","89,562",
"12:46:05","4,440,053","22,616,527","5,468,759","11,271,930","843,112","3,792,766","89,588",
"12:46:10","4,440,783","22,615,358","5,470,130","11,267,187","843,357","3,793,403","89,608",
"12:46:15","4,441,966","22,614,590","5,471,598","11,279,479","843,509","3,794,138","89,620",
"12:46:20","4,442,634","22,620,684","5,472,626","11,282,496","843,714","3,794,906","89,640",
"12:46:25","4,443,131","22,627,076","5,473,531","11,287,155","843,894","3,795,218","89,654",
"12:46:30","4,443,709","22,628,178","5,474,618","11,287,191","844,115","3,796,013","89,675",
"12:46:35","4,444,162","22,632,821","5,475,490","11,284,120","844,282","3,796,722","89,686",
"12:46:40","4,444,835","22,626,473","5,476,620","11,281,570","844,570","3,797,557","89,712",
"12:46:45","4,445,321","22,628,484","5,477,520","11,291,837","844,786","3,797,925","89,726",
"12:46:50","4,446,194","22,622,223","5,478,699","11,278,412","845,011","3,799,204","89,750",
"12:46:55","4,446,880","22,626,326","5,479,674","11,280,777","845,260","3,801,418","89,768",
"12:47:00","4,447,491","22,610,964","5,480,645","11,272,957","845,451","3,802,905","89,784",
"12:47:05","4,448,203","22,621,010","5,481,723","11,283,651","845,673","3,804,088","89,803",
"12:47:10","4,448,906","22,597,718","5,482,772","11,276,006","845,876","3,804,562","89,818",
"12:47:15","4,449,787","22,607,993","5,483,959","11,284,229","846,061","3,805,243","89,835",
"12:47:20","4,450,387","22,613,904","5,484,921","11,280,859","846,257","3,805,842","89,850",
"12:47:25","4,451,226","22,606,823","5,486,175","11,292,547","846,467","3,806,278","89,878",
"12:47:30","4,451,895","22,614,580","5,487,299","11,263,000","846,630","3,806,863","89,889",
"12:47:35","4,453,514","22,622,062","5,489,012","11,260,391","846,810","3,807,380","89,904",
"12:47:40","4,454,139","22,645,603","5,490,053","11,277,889","847,098","3,808,164","89,957",
"12:47:45","4,455,064","22,634,055","5,491,491","11,279,934","847,315","3,808,934","89,989",
"12:47:50","4,455,544","22,637,787","5,492,431","11,289,769","847,495","3,809,648","90,006",
"12:47:55","4,456,296","22,637,123","5,493,632","11,292,118","847,682","3,810,198","90,021",
"12:48:00","4,457,029","22,648,478","5,494,748","11,283,031","847,905","3,810,893","90,043",
"12:48:05","4,458,056","22,643,520","5,496,081","11,292,278","848,105","3,811,437","90,065",
"12:48:10","4,458,900","22,641,732","5,497,409","11,293,670","848,324","3,812,225","90,114",
"12:48:15","4,459,718","22,634,878","5,498,650","11,275,174","848,530","3,812,680","90,134",
"12:48:20","4,461,224","22,631,921","5,500,304","11,282,646","848,691","3,813,249","90,155",
"12:48:25","4,462,178","22,640,897","5,502,009","11,296,565","848,896","3,813,826","90,174",
"12:48:30","4,463,184","22,576,164","5,503,769","11,255,702","849,132","3,814,534","90,197",
"12:48:35","4,463,992","22,638,429","5,505,068","11,275,517","849,307","3,814,944","90,213",
"12:48:40","4,464,908","22,631,973","5,506,411","11,276,151","849,512","3,815,555","90,232",
"12:48:45","4,465,973","22,627,968","5,507,705","11,270,061","849,716","3,816,408","90,270",
"12:48:50","4,467,434","22,638,899","5,509,227","11,272,081","849,870","3,816,960","90,284",
"12:48:55","4,468,416","22,629,814","5,510,553","11,260,768","850,071","3,817,652","90,304",
"12:49:00","4,469,649","22,631,400","5,512,249","11,270,151","850,306","3,818,284","90,331",
"12:49:05","4,470,636","22,647,489","5,513,682","11,287,265","850,510","3,819,188","90,373",
"12:49:10","4,471,368","22,652,733","5,514,854","11,276,534","850,878","3,820,332","90,432",
"12:49:15","4,472,214","22,658,798","5,515,988","11,275,424","851,078","3,820,977","90,454",
"12:49:20","4,473,034","22,653,359","5,517,114","11,292,804","851,234","3,821,565","90,470",
"12:49:25","4,473,778","22,654,799","5,518,219","11,277,133","851,437","3,822,278","90,487",
"12:49:30","4,474,434","22,647,146","5,519,165","11,286,008","851,613","3,822,863","90,501",
"12:49:35","4,475,051","22,645,131","5,520,052","11,277,253","851,769","3,823,191","90,513",
"12:49:40","4,475,737","22,650,858","5,521,293","11,296,528","851,979","3,824,083","90,554",
"12:49:45","4,476,407","22,647,801","5,522,256","11,302,928","852,200","3,824,785","90,574",
"12:49:50","4,477,118","22,639,409","5,523,397","11,281,456","852,393","3,825,248","90,595",
"12:49:55","4,478,032","22,626,677","5,524,617","11,280,281","852,613","3,826,356","90,621",
"12:50:00","4,479,173","22,654,248","5,526,514","11,282,502","852,829","3,827,196","90,678",
"12:50:05","4,480,341","22,655,735","5,527,949","11,293,843","853,036","3,827,782","90,698",
"12:50:10","4,481,080","22,658,208","5,529,061","11,299,141","853,298","3,828,581","90,728",
"12:50:15","4,482,591","22,624,667","5,531,096","11,297,781","853,455","3,829,072","90,744",
"12:50:20","4,483,382","22,634,976","5,532,345","11,288,982","853,628","3,829,482","90,765",
"12:50:25","4,484,188","22,637,472","5,533,638","11,304,982","853,834","3,830,181","90,784",
"12:50:30","4,485,209","22,621,204","5,535,053","11,295,522","854,085","3,830,999","90,809",
"12:50:35","4,486,089","22,645,844","5,536,360","11,316,686","854,292","3,831,599","90,826",
"12:50:40","4,487,035","22,657,337","5,537,650","11,310,671","854,483","3,832,140","90,842",
"12:50:45","4,487,552","22,667,035","5,538,574","11,313,664","854,690","3,832,712","90,859",
"12:50:50","4,488,042","22,644,119","5,539,368","11,300,526","854,828","3,833,087","90,870",
"12:50:55","4,488,599","22,674,056","5,540,270","11,312,262","855,016","3,833,757","90,906",
"12:51:00","4,489,347","22,665,031","5,541,363","11,308,661","855,268","3,834,624","90,930",
"12:51:05","4,490,270","22,677,811","5,542,587","11,313,153","855,491","3,835,428","90,947",
"12:51:10","4,490,911","22,682,983","5,543,687","11,310,600","855,733","3,836,347","90,972",
"12:51:15","4,491,835","22,681,019","5,545,166","11,301,142","855,976","3,837,044","90,999",
"12:51:20","4,492,698","22,672,921","5,546,466","11,307,095","856,182","3,837,507","91,014",
"12:51:25","4,493,523","22,674,270","5,547,537","11,308,652","856,353","3,838,208","91,028",
"12:51:30","4,494,244","22,678,940","5,548,530","11,315,069","856,546","3,838,910","91,051",
"12:51:35","4,494,937","22,676,870","5,549,607","11,319,333","856,758","3,839,415","91,064",
"12:51:40","4,495,701","22,686,710","5,550,661","11,304,784","856,968","3,839,848","91,081",
"12:51:45","4,496,360","22,688,735","5,551,794","11,317,390","857,203","3,840,572","91,103",
"12:51:50","4,496,970","22,689,165","5,552,753","11,311,536","857,431","3,841,306","91,125",
"12:51:55","4,497,606","22,686,426","5,553,829","11,302,575","857,675","3,841,974","91,139",
"12:52:00","4,498,312","22,673,475","5,554,928","11,312,864","857,920","3,842,735","91,161",
"12:52:05","4,499,178","22,667,093","5,556,148","11,310,071","858,227","3,844,005","91,189",
"12:52:10","4,500,237","22,663,368","5,557,604","11,315,450","858,611","3,844,881","91,237",
"12:52:15","4,501,182","22,673,630","5,559,030","11,318,788","858,877","3,845,565","91,260",
"12:52:20","4,502,214","22,664,820","5,560,553","11,327,121","859,079","3,846,083","91,280",
"12:52:25","4,503,006","22,677,878","5,561,699","11,321,642","859,310","3,847,459","91,302",
"12:52:30","4,503,995","22,666,076","5,562,981","11,324,479","859,529","3,848,412","91,322",
"12:52:35","4,505,221","22,671,973","5,564,625","11,317,950","859,779","3,849,035","91,349",
"12:52:40","4,506,006","22,664,894","5,565,916","11,323,743","859,988","3,849,742","91,375",
"12:52:45","4,506,740","22,667,498","5,567,054","11,315,772","860,189","3,850,380","91,391",
"12:52:50","4,507,637","22,675,409","5,568,327","11,319,673","860,401","3,851,434","91,411",
"12:52:55","4,508,498","22,676,073","5,569,526","11,314,684","860,642","3,852,139","91,436",
"12:53:00","4,509,454","22,666,540","5,570,808","11,323,567","860,912","3,854,028","91,460",
"12:53:05","4,510,478","22,671,373","5,572,102","11,331,800","861,146","3,854,573","91,481",
"12:53:10","4,511,003","22,673,979","5,573,108","11,320,697","861,408","3,855,150","91,506",
"12:53:15","4,512,170","22,657,325","5,574,582","11,315,716","861,659","3,856,417","91,536",
"12:53:20","4,513,354","22,652,736","5,576,055","11,302,292","861,886","3,857,308","91,554",
"12:53:25","4,514,476","22,663,457","5,577,437","11,319,254","862,059","3,857,862","91,569",
"12:53:30","4,515,594","22,686,201","5,578,955","11,322,699","862,256","3,858,536","91,584",
"12:53:35","4,516,241","22,680,085","5,580,009","11,333,449","862,520","3,859,647","91,604",
"12:53:40","4,517,357","22,681,596","5,581,321","11,320,863","862,743","3,860,226","91,618",
"12:53:45","4,518,296","22,687,022","5,582,521","11,331,649","862,956","3,861,071","91,636",
"12:53:50","4,519,076","22,683,788","5,583,655","11,326,060","863,127","3,861,647","91,648",
"12:53:55","4,519,930","22,689,036","5,584,861","11,327,651","863,337","3,862,688","91,673",
"12:54:00","4,520,483","22,664,758","5,585,955","11,320,619","863,558","3,863,217","91,696",
"12:54:05","4,521,188","22,669,974","5,587,022","11,341,302","863,740","3,863,613","91,712",
"12:54:10","4,522,258","22,677,767","5,588,464","11,343,201","864,060","3,864,613","91,737",
"12:54:15","4,522,968","22,677,599","5,589,602","11,341,937","864,304","3,865,649","91,764",
"12:54:20","4,524,155","22,701,313","5,591,088","11,349,841","864,511","3,866,148","91,782",
"12:54:25","4,525,065","22,706,651","5,592,472","11,337,980","864,726","3,866,670","91,797",
"12:54:30","4,525,653","22,709,273","5,593,305","11,322,201","864,897","3,867,312","91,809",
"12:54:35","4,526,877","22,700,266","5,594,909","11,326,156","865,120","3,868,072","91,826",
"12:54:40","4,527,694","22,707,517","5,596,201","11,333,425","865,368","3,868,649","91,848",
"12:54:45","4,528,490","22,692,840","5,597,359","11,325,434","865,617","3,869,232","91,869",
"12:54:50","4,529,301","22,705,671","5,598,669","11,319,597","865,870","3,870,690","91,903",
"12:54:55","4,530,015","22,683,524","5,599,794","11,320,756","866,111","3,871,528","91,925",
"12:55:00","4,531,085","22,709,647","5,601,424","11,327,254","866,317","3,872,241","91,948",
"12:55:05","4,532,131","22,700,689","5,602,887","11,329,287","866,519","3,872,709","91,963",
"12:55:10","4,533,328","22,679,039","5,604,571","11,314,056","866,786","3,873,653","91,985",
"12:55:15","4,534,034","22,707,485","5,605,677","11,327,931","867,004","3,874,395","92,002",
"12:55:20","4,534,554","22,709,796","5,606,621","11,346,475","867,229","3,875,588","92,021",
"12:55:25","4,535,238","22,709,149","5,607,685","11,343,709","867,486","3,876,474","92,049",
"12:55:30","4,536,426","22,653,674","5,609,233","11,319,089","867,772","3,877,395","92,074",
"12:55:35","4,537,371","22,640,750","5,610,643","11,301,433","867,999","3,877,955","92,094",
"12:55:40","4,538,234","22,712,059","5,612,060","11,341,371","868,179","3,878,530","92,107",
"12:55:45","4,538,950","22,707,970","5,613,242","11,337,693","868,455","3,879,335","92,128",
"12:55:50","4,539,465","22,726,034","5,614,267","11,338,968","868,656","3,880,321","92,145",
"12:55:55","4,540,151","22,717,398","5,615,479","11,344,954","868,878","3,880,964","92,163",
"12:56:00","4,540,759","22,722,835","5,616,517","11,344,613","869,140","3,881,510","92,182",
"12:56:05","4,541,510","22,727,755","5,617,563","11,344,502","869,380","3,882,571","92,199",
"12:56:10","4,542,281","22,723,945","5,618,756","11,351,054","869,755","3,884,354","92,235",
